000001  0.27671E+01 -0.52587E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000002  0.20011E+01 -0.46160E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000003  0.12350E+01 -0.39732E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000004  0.46900E+00 -0.33304E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000005 -0.29705E+00 -0.26876E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000006 -0.10631E+01 -0.20448E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000007 -0.18291E+01 -0.14020E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000008 -0.25952E+01 -0.75923E+00  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000009 -0.33612E+01 -0.11644E+00  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000010 -0.41273E+01  0.52634E+00  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000011 -0.48933E+01  0.11691E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000012 -0.56594E+01  0.18119E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000013 -0.64254E+01  0.24547E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000014 -0.71914E+01  0.30975E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000015 -0.79575E+01  0.37403E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000016 -0.87235E+01  0.43831E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000017 -0.94896E+01  0.50259E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000018 -0.10256E+02  0.56686E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000019 -0.11022E+02  0.63114E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000020 -0.11788E+02  0.69542E+01  0.11481E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000021  0.31803E+01 -0.47663E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000022  0.24143E+01 -0.41236E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000023  0.16482E+01 -0.34808E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000024  0.88217E+00 -0.28380E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000025  0.11613E+00 -0.21952E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000026 -0.64992E+00 -0.15524E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000027 -0.14160E+01 -0.90962E+00  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000028 -0.21820E+01 -0.26683E+00  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000029 -0.29481E+01  0.37596E+00  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000030 -0.37141E+01  0.10187E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000031 -0.44801E+01  0.16615E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000032 -0.52462E+01  0.23043E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000033 -0.60122E+01  0.29471E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000034 -0.67783E+01  0.35899E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000035 -0.75443E+01  0.42327E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000036 -0.83104E+01  0.48755E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000037 -0.90764E+01  0.55183E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000038 -0.98425E+01  0.61610E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000039 -0.10608E+02  0.68038E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000040 -0.11375E+02  0.74466E+01  0.10715E+02  0.14000E+03  0.50000E+02 -0.90000E+02
000041  0.35935E+01 -0.42739E+01  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000042  0.28274E+01 -0.36312E+01  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000043  0.20614E+01 -0.29884E+01  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000044  0.12953E+01 -0.23456E+01  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000045  0.52930E+00 -0.17028E+01  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000046 -0.23674E+00 -0.10600E+01  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000047 -0.10028E+01 -0.41721E+00  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000048 -0.17688E+01  0.22558E+00  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000049 -0.25349E+01  0.86836E+00  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000050 -0.33009E+01  0.15112E+01  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000051 -0.40670E+01  0.21539E+01  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000052 -0.48330E+01  0.27967E+01  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000053 -0.55991E+01  0.34395E+01  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
000054 -0.63651E+01  0.40823E+01  0.99491E+01  0.14000E+03  0.50000E+02 -0.90000E+02
