1 1 1  1.  1.  1.  1  AQG
1 1 1  1.  1.  1.  1  AQU
1 1 1  1.  1.  1.  1  GSA
1 1 1  3.  3.  3.  1  MTR
1 1 1  3.  3.  3.  1  ANT
1 1 1  3.  3.  3.  1  FMG
1 1 1  3.  3.  3.  1  CLN
1 1 1  .3  .3  .3  2  ROIO GPSgram
1 1 1  .3  .3  .3  2  CADO GPSgram
